epoch,epoch_time,sampling_time,i_loss,n_loss,val_i_loss,val_kid,val_n_loss,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2372 - n_loss: 0.1438,,,,,,,,,,,,,,,
Sampling Time: 2.15968656539917,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_036_20251129-185359.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.74s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2372 - n_loss: 0.1438 - val_i_loss: 0.2314 - val_kid: 0.0515 - val_n_loss: 0.1413,,,,,,,,,,,,,,,
Epoch 38/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2341 - n_loss: 0.1449,,,,,,,,,,,,,,,
Sampling Time: 2.217942953109741,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_037_20251129-185442.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.73s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2341 - n_loss: 0.1449 - val_i_loss: 0.2285 - val_kid: 0.0503 - val_n_loss: 0.1434,,,,,,,,,,,,,,,
Epoch 39/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2356 - n_loss: 0.1435,,,,,,,,,,,,,,,
Sampling Time: 2.2036900520324707,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_038_20251129-185526.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.69s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2356 - n_loss: 0.1435 - val_i_loss: 0.2285 - val_kid: 0.0512 - val_n_loss: 0.1429,,,,,,,,,,,,,,,
Epoch 40/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2338 - n_loss: 0.1438,,,,,,,,,,,,,,,
Sampling Time: 2.180636167526245,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_039_20251129-185610.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.68s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2338 - n_loss: 0.1438 - val_i_loss: 0.2276 - val_kid: 0.0498 - val_n_loss: 0.1434,,,,,,,,,,,,,,,
Epoch 41/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2346 - n_loss: 0.1439,,,,,,,,,,,,,,,
Sampling Time: 2.166182279586792,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_040_20251129-185653.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.68s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2346 - n_loss: 0.1439 - val_i_loss: 0.2295 - val_kid: 0.0498 - val_n_loss: 0.1428,,,,,,,,,,,,,,,
Epoch 42/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2328 - n_loss: 0.1446,,,,,,,,,,,,,,,
Sampling Time: 2.1487467288970947,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_041_20251129-185737.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.60s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 85ms/step - i_loss: 0.2328 - n_loss: 0.1446 - val_i_loss: 0.2284 - val_kid: 0.0516 - val_n_loss: 0.1428,,,,,,,,,,,,,,,
Epoch 43/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2381 - n_loss: 0.1423,,,,,,,,,,,,,,,
Sampling Time: 2.209148406982422,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_042_20251129-185821.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.70s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2381 - n_loss: 0.1423 - val_i_loss: 0.2302 - val_kid: 0.0509 - val_n_loss: 0.1420,,,,,,,,,,,,,,,
Epoch 44/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2337 - n_loss: 0.1437,,,,,,,,,,,,,,,
Sampling Time: 2.1689584255218506,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_043_20251129-185904.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.68s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2337 - n_loss: 0.1437 - val_i_loss: 0.2282 - val_kid: 0.0501 - val_n_loss: 0.1426,,,,,,,,,,,,,,,
Epoch 45/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2347 - n_loss: 0.1433,,,,,,,,,,,,,,,
Sampling Time: 2.177504777908325,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_044_20251129-185948.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.66s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2347 - n_loss: 0.1433 - val_i_loss: 0.2281 - val_kid: 0.0496 - val_n_loss: 0.1423,,,,,,,,,,,,,,,
Epoch 46/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2363 - n_loss: 0.1428,,,,,,,,,,,,,,,
Sampling Time: 2.197571039199829,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_045_20251129-190032.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.72s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2363 - n_loss: 0.1428 - val_i_loss: 0.2303 - val_kid: 0.0504 - val_n_loss: 0.1416,,,,,,,,,,,,,,,
Epoch 47/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2335 - n_loss: 0.1431,,,,,,,,,,,,,,,
Sampling Time: 2.1719510555267334,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_046_20251129-190116.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.67s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2335 - n_loss: 0.1431 - val_i_loss: 0.2284 - val_kid: 0.0500 - val_n_loss: 0.1426,,,,,,,,,,,,,,,
Epoch 48/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2349 - n_loss: 0.1431,,,,,,,,,,,,,,,
Sampling Time: 2.2133960723876953,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_047_20251129-190159.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.77s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2349 - n_loss: 0.1431 - val_i_loss: 0.2292 - val_kid: 0.0517 - val_n_loss: 0.1423,,,,,,,,,,,,,,,
Epoch 49/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 30ms/step - i_loss: 0.2356 - n_loss: 0.1425,,,,,,,,,,,,,,,
Sampling Time: 2.217155694961548,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_048_20251129-190243.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.91s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2356 - n_loss: 0.1425 - val_i_loss: 0.2297 - val_kid: 0.0511 - val_n_loss: 0.1422,,,,,,,,,,,,,,,
Epoch 50/50,,,,,,,,,,,,,,,
511/511 ???????????????????? 0s 31ms/step - i_loss: 0.2353 - n_loss: 0.1418,,,,,,,,,,,,,,,
Sampling Time: 2.1684584617614746,,,,,,,,,,,,,,,
Saved generated images to generated_images/epoch_049_20251129-190327.png,,,,,,,,,,,,,,,
Metrics saved to training_metrics.csv (Epoch time: 43.91s),,,,,,,,,,,,,,,
511/511 ???????????????????? 44s 86ms/step - i_loss: 0.2353 - n_loss: 0.1418 - val_i_loss: 0.2269 - val_kid: 0.0507 - val_n_loss: 0.1426,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
<keras.src.callbacks.history.History at 0x7b6241806fc0>,,,,,,,,,,,,,,,
